content,source,rating,date,sentiment_label,sentiment_score,category,priority_score
"globally benefactor, globalization world in one room, a tool of knowledge searching, seeking and obtainable for everyone at every time and place respectfully",google_play,4,2026-02-23 10:21:38,positive,0.4019,Other,0.0
very good,google_play,1,2026-02-23 10:21:23,positive,0.4927,Other,0.0
good,google_play,4,2026-02-23 10:21:21,positive,0.4404,Other,0.0
good,google_play,5,2026-02-23 10:21:11,positive,0.4404,Other,0.0
good,google_play,5,2026-02-23 10:21:06,positive,0.4404,Other,0.0
গার্লফ্রেন্ড না থাকলে ফালতু এপ্স,google_play,5,2026-02-23 10:21:00,neutral,0.0,Other,0.0
very nice,google_play,5,2026-02-23 10:20:58,positive,0.4754,Other,0.0
good for communicating good for tabs and computers,google_play,5,2026-02-23 10:20:54,positive,0.7003,Other,0.0
Best App....,google_play,5,2026-02-23 10:20:45,positive,0.6369,Other,0.0
very good,google_play,5,2026-02-23 10:20:44,positive,0.4927,Other,0.0
this is a very good plete from for chatting with no issues,google_play,4,2026-02-23 10:20:31,positive,0.2484,Bug,0.0
usefully,google_play,5,2026-02-23 10:20:11,positive,0.4215,Other,0.0
good,google_play,5,2026-02-23 10:20:03,positive,0.4404,Other,0.0
good,google_play,5,2026-02-23 10:20:01,positive,0.4404,Other,0.0
good,google_play,5,2026-02-23 10:19:39,positive,0.4404,Other,0.0
good,google_play,5,2026-02-23 10:19:32,positive,0.4404,Other,0.0
good,google_play,5,2026-02-23 10:19:32,positive,0.4404,Other,0.0
nice,google_play,5,2026-02-23 10:19:29,positive,0.4215,Other,0.0
good,google_play,5,2026-02-23 10:19:19,positive,0.4404,Other,0.0
perfect,google_play,5,2026-02-23 10:19:11,positive,0.5719,Other,0.0
chala bavundi,google_play,5,2026-02-23 10:19:11,neutral,0.0,Other,0.0
perfect,google_play,5,2026-02-23 10:18:53,positive,0.5719,Other,0.0
perfect 👌,google_play,5,2026-02-23 10:18:47,positive,0.5719,Other,0.0
Good,google_play,5,2026-02-23 10:18:33,positive,0.4404,Other,0.0
excellent,google_play,5,2026-02-23 10:18:30,positive,0.5719,Other,0.0
Most convenient app,google_play,4,2026-02-23 10:18:23,neutral,0.0,Other,0.0
This aap is very useful,google_play,5,2026-02-23 10:18:18,positive,0.4927,Other,0.0
can't upload status 😔,google_play,1,2026-02-23 10:17:39,neutral,0.0,Other,0.0
khub saaru app che,google_play,5,2026-02-23 10:17:36,neutral,0.0,Other,0.0
"hii,I had created my account on Rupeerunner online site, since then my WhatsApp is getting blocked for 24 hours every day after running for 5 minutes, please solve this problem as soon as possible.",google_play,5,2026-02-23 10:17:35,positive,0.0772,Bug,0.0
nice,google_play,5,2026-02-23 10:17:29,positive,0.4215,Other,0.0
Good,google_play,5,2026-02-23 10:17:26,positive,0.4404,Other,0.0
so amazing 😀,google_play,4,2026-02-23 10:17:12,positive,0.624,Other,0.0
good,google_play,5,2026-02-23 10:16:57,positive,0.4404,Other,0.0
it very good but we need more updates on this app that all,google_play,5,2026-02-23 10:16:46,positive,0.2724,Feature Request,0.0
good,google_play,5,2026-02-23 10:16:39,positive,0.4404,Other,0.0
good,google_play,5,2026-02-23 10:16:37,positive,0.4404,Other,0.0
wow nice,google_play,5,2026-02-23 10:16:37,positive,0.765,Other,0.0
Great,google_play,5,2026-02-23 10:16:29,positive,0.6249,Other,0.0
sukh,google_play,5,2026-02-23 10:16:25,neutral,0.0,Other,0.0
good,google_play,5,2026-02-23 10:16:21,positive,0.4404,Other,0.0
"The call logs of hidden/locked chats on WhatsApp should also be hidden.Call logs of locked chats should also remain hidden to ensure complete privacy. Additionally, there should be an option to disable call and message notifications from locked chats, so that no alerts appear on the screen.",google_play,3,2026-02-23 10:16:21,neutral,0.0314,Feature Request,0.0
good 👍 👍 👍 💯,google_play,5,2026-02-23 10:15:40,positive,0.4404,Other,0.0
good,google_play,5,2026-02-23 10:15:38,positive,0.4404,Other,0.0
Not opening but it's official whatsaap,google_play,1,2026-02-23 10:15:35,neutral,0.0,Other,0.0
yes it is,google_play,5,2026-02-23 10:15:30,positive,0.4019,Other,0.0
good,google_play,5,2026-02-23 10:15:21,positive,0.4404,Other,0.0
it's awesome 😎,google_play,5,2026-02-23 10:15:21,positive,0.6249,Other,0.0
very good,google_play,5,2026-02-23 10:15:19,positive,0.4927,Other,0.0
v v good,google_play,5,2026-02-23 10:15:01,positive,0.4404,Other,0.0
very nice,google_play,5,2026-02-23 10:14:59,positive,0.4754,Other,0.0
I can't complain everything good you've heard about the app is true,google_play,5,2026-02-23 10:14:57,positive,0.362,Other,0.0
perfect,google_play,5,2026-02-23 10:14:51,positive,0.5719,Other,0.0
good app,google_play,5,2026-02-23 10:14:47,positive,0.4404,Other,0.0
it greatful,google_play,5,2026-02-23 10:14:09,neutral,0.0,Other,0.0
good,google_play,5,2026-02-23 10:13:58,positive,0.4404,Other,0.0
good,google_play,5,2026-02-23 10:13:55,positive,0.4404,Other,0.0
tops,google_play,5,2026-02-23 10:13:39,positive,0.5106,Other,0.0
speed slow w very 😔,google_play,1,2026-02-23 10:13:21,neutral,0.0,Performance,0.0
good 👍,google_play,5,2026-02-23 10:13:06,positive,0.4404,Other,0.0
good,google_play,1,2026-02-23 10:12:58,positive,0.4404,Other,0.0
very good 👍😊,google_play,5,2026-02-23 10:12:55,positive,0.4927,Other,0.0
😃❤️,google_play,5,2026-02-23 10:12:33,neutral,0.0,Other,0.0
much better good app is used thank you for sharing,google_play,5,2026-02-23 10:12:28,positive,0.8779,Other,0.0
good 👍,google_play,4,2026-02-23 10:12:17,positive,0.4404,Other,0.0
I can't rate it full because girls are annoying me 😫 thanks for your time,google_play,3,2026-02-23 10:11:58,positive,0.0516,Other,0.0
Good,google_play,4,2026-02-23 10:11:49,positive,0.4404,Other,0.0
nice 👍 very,google_play,5,2026-02-23 10:11:49,positive,0.4215,Other,0.0
good,google_play,1,2026-02-23 10:11:32,positive,0.4404,Other,0.0
👍,google_play,5,2026-02-23 10:11:30,neutral,0.0,Other,0.0
good services,google_play,5,2026-02-23 10:11:27,positive,0.4404,Other,0.0
Nice,google_play,5,2026-02-23 10:11:06,positive,0.4215,Other,0.0
Good,google_play,5,2026-02-23 10:10:57,positive,0.4404,Other,0.0
nice,google_play,5,2026-02-23 10:10:56,positive,0.4215,Other,0.0
good 😊,google_play,5,2026-02-23 10:10:22,positive,0.4404,Other,0.0
nice 🙂🙂👍👍,google_play,5,2026-02-23 10:10:20,positive,0.4215,Other,0.0
good,google_play,5,2026-02-23 10:10:07,positive,0.4404,Other,0.0
good,google_play,3,2026-02-23 10:09:56,positive,0.4404,Other,0.0
faltu,google_play,1,2026-02-23 10:09:30,neutral,0.0,Other,0.0
👏👏,google_play,5,2026-02-23 10:09:29,neutral,0.0,Other,0.0
good,google_play,5,2026-02-23 10:09:24,positive,0.4404,Other,0.0
online nahin dikhata Koi,google_play,5,2026-02-23 10:09:22,neutral,0.0,Other,0.0
Nice one.,google_play,5,2026-02-23 10:09:22,positive,0.4215,Other,0.0
good 👍,google_play,5,2026-02-23 10:09:19,positive,0.4404,Other,0.0
best privacy,google_play,5,2026-02-23 10:09:13,positive,0.6369,Other,0.0
Best App,google_play,5,2026-02-23 10:09:11,positive,0.6369,Other,0.0
good,google_play,4,2026-02-23 10:08:50,positive,0.4404,Other,0.0
Impressive!!!,google_play,5,2026-02-23 10:08:37,positive,0.5106,Other,0.0
Love the app but I don't get notifications with my version and there's no update available.,google_play,3,2026-02-23 10:08:13,negative,-0.0516,Other,573.99
very useful 😁,google_play,5,2026-02-23 10:08:04,positive,0.4927,Other,0.0
it's a good way of socializing.. keep it up,google_play,5,2026-02-23 10:08:04,positive,0.4404,Other,0.0
goood,google_play,5,2026-02-23 10:08:03,neutral,0.0,Other,0.0
Ravi pal very good app,google_play,5,2026-02-23 10:07:48,positive,0.4927,Other,0.0
"so far it's good ,,but should add more options like effects",google_play,5,2026-02-23 10:07:46,positive,0.6955,Feature Request,0.0
very beautiful,google_play,5,2026-02-23 10:07:43,positive,0.6361,UI/UX,0.0
I like the apps so easy to send video or music also simple to communicate in your friends and so many people,google_play,4,2026-02-23 10:07:42,positive,0.8534,Other,0.0
supar sarvise,google_play,5,2026-02-23 10:07:32,neutral,0.0,Other,0.0
best apps,google_play,5,2026-02-23 10:07:27,positive,0.6369,Other,0.0
super 😊,google_play,5,2026-02-23 10:07:27,positive,0.5994,Other,0.0
best app,google_play,5,2026-02-23 10:07:06,positive,0.6369,Other,0.0
excellent no life without WhatsApp😀,google_play,5,2026-02-23 10:07:01,positive,0.3612,Other,0.0
i don't like it,google_play,1,2026-02-23 10:06:55,negative,-0.2755,Other,591.31
Better photo quality than SMS and Messenger,google_play,5,2026-02-23 10:06:40,positive,0.4404,Other,0.0
good,google_play,1,2026-02-23 10:06:38,positive,0.4404,Other,0.0
perfect,google_play,5,2026-02-23 10:06:31,positive,0.5719,Other,0.0
gud,google_play,5,2026-02-23 10:06:28,neutral,0.0,Other,0.0
no problem as long as it doesn't put my security and privacy at risk,google_play,5,2026-02-23 10:06:25,negative,-0.7927,Bug,73.3
good,google_play,5,2026-02-23 10:06:22,positive,0.4404,Other,0.0
good working condition 👍,google_play,5,2026-02-23 10:06:18,positive,0.4404,Other,0.0
good,google_play,5,2026-02-23 10:06:00,positive,0.4404,Other,0.0
I enjoy using it very well.,google_play,5,2026-02-23 10:05:50,positive,0.6801,Other,0.0
video me jiyada kharab hai,google_play,1,2026-02-23 10:05:41,neutral,0.0,Other,0.0
👌,google_play,5,2026-02-23 10:05:34,neutral,0.0,Other,0.0
good for video call and communication,google_play,5,2026-02-23 10:05:32,positive,0.4404,Other,0.0
suepper,google_play,5,2026-02-23 10:05:29,neutral,0.0,Other,0.0
best,google_play,5,2026-02-23 10:05:27,positive,0.6369,Other,0.0
Great!,google_play,5,2026-02-23 10:05:23,positive,0.6249,Other,0.0
good,google_play,5,2026-02-23 10:05:19,positive,0.4404,Other,0.0
good,google_play,1,2026-02-23 10:05:13,positive,0.4404,Other,0.0
very nice app 💯,google_play,5,2026-02-23 10:05:07,positive,0.4754,Other,0.0
good,google_play,5,2026-02-23 10:04:37,positive,0.4404,Other,0.0
super very good 👍,google_play,5,2026-02-23 10:04:36,positive,0.796,Other,0.0
very good 👍,google_play,5,2026-02-23 10:04:26,positive,0.4927,Other,0.0
Fantastic,google_play,5,2026-02-23 10:04:19,positive,0.5574,Other,0.0
